,Unnamed: 0,Date,Rate,currency,rate,year,month,month_str
243,244,2005-07-01,{'CNY': 9.911891},CNY,9.911891,2005,7,July
244,245,2006-07-01,{'USD': 1.275026},USD,1.275026,2006,7,July
245,246,2006-07-01,{'GBP': 0.691959},GBP,0.691959,2006,7,July
246,247,2006-07-01,{'JPY': 146.005502},JPY,146.005502,2006,7,July
247,248,2006-07-01,{'CNY': 10.192616},CNY,10.192616,2006,7,July
248,249,2007-07-01,{'USD': 1.352022},USD,1.352022,2007,7,July
249,250,2007-07-01,{'GBP': 0.674101},GBP,0.674101,2007,7,July
250,251,2007-07-01,{'JPY': 166.651212},JPY,166.651212,2007,7,July
251,252,2007-07-01,{'CNY': 10.293402},CNY,10.293402,2007,7,July
252,253,2008-07-01,{'USD': 1.578363},USD,1.578363,2008,7,July
253,254,2008-07-01,{'GBP': 0.791541},GBP,0.791541,2008,7,July
254,255,2008-07-01,{'JPY': 166.979745},JPY,166.979745,2008,7,July
255,256,2008-07-01,{'CNY': 10.825201},CNY,10.825201,2008,7,July
256,257,2009-07-01,{'USD': 1.415298},USD,1.415298,2009,7,July
257,258,2009-07-01,{'GBP': 0.858612},GBP,0.858612,2009,7,July
258,259,2009-07-01,{'JPY': 136.740352},JPY,136.740352,2009,7,July
259,260,2009-07-01,{'CNY': 9.670606},CNY,9.670606,2009,7,July
260,261,2010-07-01,{'USD': 1.245837},USD,1.245837,2010,7,July
261,262,2010-07-01,{'GBP': 0.825214},GBP,0.825214,2010,7,July
262,263,2010-07-01,{'JPY': 109.289835},JPY,109.289835,2010,7,July
263,264,2010-07-01,{'CNY': 8.448055},CNY,8.448055,2010,7,July
264,265,2011-07-01,{'USD': 1.451223},USD,1.451223,2011,7,July
265,266,2011-07-01,{'GBP': 0.904289},GBP,0.904289,2011,7,July
266,267,2011-07-01,{'JPY': 117.209226},JPY,117.209226,2011,7,July
267,268,2011-07-01,{'CNY': 9.382664},CNY,9.382664,2011,7,July
268,269,2012-07-01,{'USD': 1.26272},USD,1.26272,2012,7,July
269,270,2012-07-01,{'GBP': 0.806768},GBP,0.806768,2012,7,July
270,271,2012-07-01,{'JPY': 100.629008},JPY,100.629008,2012,7,July
271,272,2012-07-01,{'CNY': 8.017342},CNY,8.017342,2012,7,July
272,273,2013-07-01,{'USD': 1.305805},USD,1.305805,2013,7,July
273,274,2013-07-01,{'GBP': 0.857983},GBP,0.857983,2013,7,July
274,275,2013-07-01,{'JPY': 129.984259},JPY,129.984259,2013,7,July
275,276,2013-07-01,{'CNY': 8.021346},CNY,8.021346,2013,7,July
276,277,2014-07-01,{'USD': 1.367914},USD,1.367914,2014,7,July
277,278,2014-07-01,{'GBP': 0.797628},GBP,0.797628,2014,7,July
278,279,2014-07-01,{'JPY': 138.847122},JPY,138.847122,2014,7,July
279,280,2014-07-01,{'CNY': 8.46881},CNY,8.46881,2014,7,July
280,281,2005-08-01,{'USD': 1.220408},USD,1.220408,2005,8,August
281,282,2005-08-01,{'GBP': 0.689882},GBP,0.689882,2005,8,August
282,283,2005-08-01,{'JPY': 136.702633},JPY,136.702633,2005,8,August
283,284,2005-08-01,{'CNY': 9.890915},CNY,9.890915,2005,8,August
284,285,2006-08-01,{'USD': 1.279399},USD,1.279399,2006,8,August
285,286,2006-08-01,{'GBP': 0.683785},GBP,0.683785,2006,8,August
286,287,2006-08-01,{'JPY': 146.778398},JPY,146.778398,2006,8,August
287,288,2006-08-01,{'CNY': 10.200994},CNY,10.200994,2006,8,August
288,289,2007-08-01,{'USD': 1.366542},USD,1.366542,2007,8,August
289,290,2007-08-01,{'GBP': 0.673936},GBP,0.673936,2007,8,August
290,291,2007-08-01,{'JPY': 162.023942},JPY,162.023942,2007,8,August
291,292,2007-08-01,{'CNY': 10.343613},CNY,10.343613,2007,8,August
292,293,2008-08-01,{'USD': 1.555585},USD,1.555585,2008,8,August
293,294,2008-08-01,{'GBP': 0.787646},GBP,0.787646,2008,8,August
294,295,2008-08-01,{'JPY': 167.376072},JPY,167.376072,2008,8,August
295,296,2008-08-01,{'CNY': 10.645148},CNY,10.645148,2008,8,August
296,297,2009-08-01,{'USD': 1.419432},USD,1.419432,2009,8,August
297,298,2009-08-01,{'GBP': 0.854837},GBP,0.854837,2009,8,August
298,299,2009-08-01,{'JPY': 135.206239},JPY,135.206239,2009,8,August
299,300,2009-08-01,{'CNY': 9.696947},CNY,9.696947,2009,8,August
300,301,2010-08-01,{'USD': 1.30397},USD,1.30397,2010,8,August
301,302,2010-08-01,{'GBP': 0.83351},GBP,0.83351,2010,8,August
302,303,2010-08-01,{'JPY': 112.736245},JPY,112.736245,2010,8,August
303,304,2010-08-01,{'CNY': 8.838322},CNY,8.838322,2010,8,August
304,305,2011-08-01,{'USD': 1.426766},USD,1.426766,2011,8,August
305,306,2011-08-01,{'GBP': 0.873694},GBP,0.873694,2011,8,August
306,307,2011-08-01,{'JPY': 109.752676},JPY,109.752676,2011,8,August
307,308,2011-08-01,{'CNY': 9.180731},CNY,9.180731,2011,8,August
308,309,2012-08-01,{'USD': 1.226112},USD,1.226112,2012,8,August
309,310,2012-08-01,{'GBP': 0.786924},GBP,0.786924,2012,8,August
310,311,2012-08-01,{'JPY': 96.019314},JPY,96.019314,2012,8,August
311,312,2012-08-01,{'CNY': 7.808773},CNY,7.808773,2012,8,August
312,313,2013-08-01,{'USD': 1.321978},USD,1.321978,2013,8,August
313,314,2013-08-01,{'GBP': 0.873284},GBP,0.873284,2013,8,August
314,315,2013-08-01,{'JPY': 130.912525},JPY,130.912525,2013,8,August
315,316,2013-08-01,{'CNY': 8.118407},CNY,8.118407,2013,8,August
316,317,2014-08-01,{'USD': 1.342868},USD,1.342868,2014,8,August
317,318,2014-08-01,{'GBP': 0.798287},GBP,0.798287,2014,8,August
318,319,2014-08-01,{'JPY': 137.84671},JPY,137.84671,2014,8,August
319,320,2014-08-01,{'CNY': 8.297014},CNY,8.297014,2014,8,August
320,321,2005-09-01,{'USD': 1.24598},USD,1.24598,2005,9,Sept
321,322,2005-09-01,{'GBP': 0.683036},GBP,0.683036,2005,9,Sept
322,323,2005-09-01,{'JPY': 137.28671},JPY,137.28671,2005,9,Sept
323,324,2005-09-01,{'CNY': 10.086105},CNY,10.086105,2005,9,Sept
324,325,2006-09-01,{'USD': 1.283005},USD,1.283005,2006,9,Sept
325,326,2006-09-01,{'GBP': 0.673462},GBP,0.673462,2006,9,Sept
326,327,2006-09-01,{'JPY': 150.347902},JPY,150.347902,2006,9,Sept
327,328,2006-09-01,{'CNY': 10.205017},CNY,10.205017,2006,9,Sept
328,329,2007-09-01,{'USD': 1.366436},USD,1.366436,2007,9,Sept
329,330,2007-09-01,{'GBP': 0.676778},GBP,0.676778,2007,9,Sept
330,331,2007-09-01,{'JPY': 158.510796},JPY,158.510796,2007,9,Sept
331,332,2007-09-01,{'CNY': 10.309746},CNY,10.309746,2007,9,Sept
332,333,2008-09-01,{'USD': 1.462553},USD,1.462553,2008,9,Sept
333,334,2008-09-01,{'GBP': 0.810202},GBP,0.810202,2008,9,Sept
334,335,2008-09-01,{'JPY': 158.143554},JPY,158.143554,2008,9,Sept
335,336,2008-09-01,{'CNY': 9.988058},CNY,9.988058,2008,9,Sept
336,337,2009-09-01,{'USD': 1.4237},USD,1.4237,2009,9,Sept
337,338,2009-09-01,{'GBP': 0.879273},GBP,0.879273,2009,9,Sept
338,339,2009-09-01,{'JPY': 132.45878},JPY,132.45878,2009,9,Sept
339,340,2009-09-01,{'CNY': 9.724034},CNY,9.724034,2009,9,Sept
340,341,2010-09-01,{'USD': 1.280557},USD,1.280557,2010,9,Sept
341,342,2010-09-01,{'GBP': 0.829463},GBP,0.829463,2010,9,Sept
342,343,2010-09-01,{'JPY': 107.950853},JPY,107.950853,2010,9,Sept
343,344,2010-09-01,{'CNY': 8.721855},CNY,8.721855,2010,9,Sept
344,345,2011-09-01,{'USD': 1.427489},USD,1.427489,2011,9,Sept
345,346,2011-09-01,{'GBP': 0.881693},GBP,0.881693,2011,9,Sept
346,347,2011-09-01,{'JPY': 109.807116},JPY,109.807116,2011,9,Sept
347,348,2011-09-01,{'CNY': 9.109004},CNY,9.109004,2011,9,Sept
348,349,2012-09-01,{'USD': 1.257741},USD,1.257741,2012,9,Sept
349,350,2012-09-01,{'GBP': 0.792475},GBP,0.792475,2012,9,Sept
350,351,2012-09-01,{'JPY': 98.567339},JPY,98.567339,2012,9,Sept
351,352,2012-09-01,{'CNY': 7.985897},CNY,7.985897,2012,9,Sept
352,353,2013-09-01,{'USD': 1.321002},USD,1.321002,2013,9,Sept
353,354,2013-09-01,{'GBP': 0.851758},GBP,0.851758,2013,9,Sept
354,355,2013-09-01,{'JPY': 129.832274},JPY,129.832274,2013,9,Sept
355,356,2013-09-01,{'CNY': 8.094186},CNY,8.094186,2013,9,Sept
356,357,2014-09-01,{'USD': 1.312927},USD,1.312927,2014,9,Sept
357,358,2014-09-01,{'GBP': 0.790414},GBP,0.790414,2014,9,Sept
358,359,2014-09-01,{'JPY': 136.914517},JPY,136.914517,2014,9,Sept
359,360,2014-09-01,{'CNY': 8.070084},CNY,8.070084,2014,9,Sept
360,361,2005-10-01,{'USD': 1.202987},USD,1.202987,2005,10,Oct
361,362,2005-10-01,{'GBP': 0.681739},GBP,0.681739,2005,10,Oct
362,363,2005-10-01,{'JPY': 136.384649},JPY,136.384649,2005,10,Oct
363,364,2005-10-01,{'CNY': 9.73458},CNY,9.73458,2005,10,Oct
364,365,2006-10-01,{'USD': 1.266873},USD,1.266873,2006,10,Oct
365,366,2006-10-01,{'GBP': 0.677656},GBP,0.677656,2006,10,Oct
366,367,2006-10-01,{'JPY': 149.533902},JPY,149.533902,2006,10,Oct
367,368,2006-10-01,{'CNY': 10.015524},CNY,10.015524,2006,10,Oct
368,369,2007-10-01,{'USD': 1.423415},USD,1.423415,2007,10,Oct
369,370,2007-10-01,{'GBP': 0.696816},GBP,0.696816,2007,10,Oct
370,371,2007-10-01,{'JPY': 164.836642},JPY,164.836642,2007,10,Oct
371,372,2007-10-01,{'CNY': 10.689711},CNY,10.689711,2007,10,Oct
372,373,2008-10-01,{'USD': 1.406228},USD,1.406228,2008,10,Oct
373,374,2008-10-01,{'GBP': 0.791148},GBP,0.791148,2008,10,Oct
374,375,2008-10-01,{'JPY': 149.099478},JPY,149.099478,2008,10,Oct
375,376,2008-10-01,{'CNY': 9.630476},CNY,9.630476,2008,10,Oct
376,377,2009-10-01,{'USD': 1.453066},USD,1.453066,2009,10,Oct
377,378,2009-10-01,{'GBP': 0.910946},GBP,0.910946,2009,10,Oct
378,379,2009-10-01,{'JPY': 130.513647},JPY,130.513647,2009,10,Oct
379,380,2009-10-01,{'CNY': 9.920078},CNY,9.920078,2009,10,Oct
380,381,2010-10-01,{'USD': 1.376356},USD,1.376356,2010,10,Oct
381,382,2010-10-01,{'GBP': 0.869684},GBP,0.869684,2010,10,Oct
382,383,2010-10-01,{'JPY': 114.599886},JPY,114.599886,2010,10,Oct
383,384,2010-10-01,{'CNY': 9.209662},CNY,9.209662,2010,10,Oct
384,385,2011-10-01,{'USD': 1.344496},USD,1.344496,2011,10,Oct
385,386,2011-10-01,{'GBP': 0.862817},GBP,0.862817,2011,10,Oct
386,387,2011-10-01,{'JPY': 103.467013},JPY,103.467013,2011,10,Oct
387,388,2011-10-01,{'CNY': 8.584162},CNY,8.584162,2011,10,Oct
388,389,2012-10-01,{'USD': 1.288902},USD,1.288902,2012,10,Oct
389,390,2012-10-01,{'GBP': 0.798945},GBP,0.798945,2012,10,Oct
390,391,2012-10-01,{'JPY': 100.533317},JPY,100.533317,2012,10,Oct
391,392,2012-10-01,{'CNY': 8.100252},CNY,8.100252,2012,10,Oct
392,393,2013-10-01,{'USD': 1.352404},USD,1.352404,2013,10,Oct
393,394,2013-10-01,{'GBP': 0.836301},GBP,0.836301,2013,10,Oct
394,395,2013-10-01,{'JPY': 132.657451},JPY,132.657451,2013,10,Oct
395,396,2013-10-01,{'CNY': 8.283874},CNY,8.283874,2013,10,Oct
396,397,2014-10-01,{'USD': 1.261914},USD,1.261914,2014,10,Oct
397,398,2014-10-01,{'GBP': 0.779637},GBP,0.779637,2014,10,Oct
398,399,2014-10-01,{'JPY': 137.744229},JPY,137.744229,2014,10,Oct
399,400,2014-10-01,{'CNY': 7.750468},CNY,7.750468,2014,10,Oct
400,401,2005-11-01,{'USD': 1.200047},USD,1.200047,2005,11,Nov
401,402,2005-11-01,{'GBP': 0.679856},GBP,0.679856,2005,11,Nov
402,403,2005-11-01,{'JPY': 139.956581},JPY,139.956581,2005,11,Nov
403,404,2005-11-01,{'CNY': 9.703592},CNY,9.703592,2005,11,Nov
404,405,2006-11-01,{'USD': 1.276621},USD,1.276621,2006,11,Nov
405,406,2006-11-01,{'GBP': 0.668703},GBP,0.668703,2006,11,Nov
406,407,2006-11-01,{'JPY': 149.35361},JPY,149.35361,2006,11,Nov
407,408,2006-11-01,{'CNY': 10.049634},CNY,10.049634,2006,11,Nov
408,409,2007-11-01,{'USD': 1.444569},USD,1.444569,2007,11,Nov
409,410,2007-11-01,{'GBP': 0.693465},GBP,0.693465,2007,11,Nov
410,411,2007-11-01,{'JPY': 166.183427},JPY,166.183427,2007,11,Nov
411,412,2007-11-01,{'CNY': 10.770572},CNY,10.770572,2007,11,Nov
412,413,2008-11-01,{'USD': 1.275767},USD,1.275767,2008,11,Nov
413,414,2008-11-01,{'GBP': 0.78864},GBP,0.78864,2008,11,Nov
414,415,2008-11-01,{'JPY': 125.445628},JPY,125.445628,2008,11,Nov
415,416,2008-11-01,{'CNY': 8.728507},CNY,8.728507,2008,11,Nov
416,417,2009-11-01,{'USD': 1.476477},USD,1.476477,2009,11,Nov
417,418,2009-11-01,{'GBP': 0.894661},GBP,0.894661,2009,11,Nov
418,419,2009-11-01,{'JPY': 133.593904},JPY,133.593904,2009,11,Nov
419,420,2009-11-01,{'CNY': 10.083229},CNY,10.083229,2009,11,Nov
420,421,2010-11-01,{'USD': 1.38923},USD,1.38923,2010,11,Nov
421,422,2010-11-01,{'GBP': 0.86555},GBP,0.86555,2010,11,Nov
422,423,2010-11-01,{'JPY': 111.874502},JPY,111.874502,2010,11,Nov
423,424,2010-11-01,{'CNY': 9.304239},CNY,9.304239,2010,11,Nov
424,425,2011-11-01,{'USD': 1.36729},USD,1.36729,2011,11,Nov
425,426,2011-11-01,{'GBP': 0.857787},GBP,0.857787,2011,11,Nov
426,427,2011-11-01,{'JPY': 107.032892},JPY,107.032892,2011,11,Nov
427,428,2011-11-01,{'CNY': 8.68933},CNY,8.68933,2011,11,Nov
428,429,2012-11-01,{'USD': 1.294038},USD,1.294038,2012,11,Nov
429,430,2012-11-01,{'GBP': 0.8018},GBP,0.8018,2012,11,Nov
430,431,2012-11-01,{'JPY': 103.645126},JPY,103.645126,2012,11,Nov
431,432,2012-11-01,{'CNY': 8.07933},CNY,8.07933,2012,11,Nov
432,433,2013-11-01,{'USD': 1.354335},USD,1.354335,2013,11,Nov
433,434,2013-11-01,{'GBP': 0.849537},GBP,0.849537,2013,11,Nov
434,435,2013-11-01,{'JPY': 133.490013},JPY,133.490013,2013,11,Nov
435,436,2013-11-01,{'CNY': 8.266018},CNY,8.266018,2013,11,Nov
436,437,2014-11-01,{'USD': 1.252477},USD,1.252477,2014,11,Nov
437,438,2014-11-01,{'GBP': 0.782946},GBP,0.782946,2014,11,Nov
438,439,2014-11-01,{'JPY': 140.339146},JPY,140.339146,2014,11,Nov
439,440,2014-11-01,{'CNY': 7.662642},CNY,7.662642,2014,11,Nov
440,441,2005-12-01,{'USD': 1.17252},USD,1.17252,2005,12,Dec
441,442,2005-12-01,{'GBP': 0.678074},GBP,0.678074,2005,12,Dec
442,443,2005-12-01,{'JPY': 141.230889},JPY,141.230889,2005,12,Dec
443,444,2005-12-01,{'CNY': 9.474046},CNY,9.474046,2005,12,Dec
444,445,2006-12-01,{'USD': 1.331278},USD,1.331278,2006,12,Dec
445,446,2006-12-01,{'GBP': 0.673866},GBP,0.673866,2006,12,Dec
446,447,2006-12-01,{'JPY': 153.927299},JPY,153.927299,2006,12,Dec
447,448,2006-12-01,{'CNY': 10.430784},CNY,10.430784,2006,12,Dec
448,449,2007-12-01,{'USD': 1.469873},USD,1.469873,2007,12,Dec
449,450,2007-12-01,{'GBP': 0.713094},GBP,0.713094,2007,12,Dec
450,451,2007-12-01,{'JPY': 163.057094},JPY,163.057094,2007,12,Dec
451,452,2007-12-01,{'CNY': 10.878142},CNY,10.878142,2007,12,Dec
452,453,2008-12-01,{'USD': 1.26484},USD,1.26484,2008,12,Dec
453,454,2008-12-01,{'GBP': 0.847792},GBP,0.847792,2008,12,Dec
454,455,2008-12-01,{'JPY': 118.466521},JPY,118.466521,2008,12,Dec
455,456,2008-12-01,{'CNY': 8.708866},CNY,8.708866,2008,12,Dec
456,457,2009-12-01,{'USD': 1.50901},USD,1.50901,2009,12,Dec
457,458,2009-12-01,{'GBP': 0.908811},GBP,0.908811,2009,12,Dec
458,459,2009-12-01,{'JPY': 130.906873},JPY,130.906873,2009,12,Dec
459,460,2009-12-01,{'CNY': 10.30251},CNY,10.30251,2009,12,Dec
460,461,2010-12-01,{'USD': 1.31355},USD,1.31355,2010,12,Dec
461,462,2010-12-01,{'GBP': 0.840966},GBP,0.840966,2010,12,Dec
462,463,2010-12-01,{'JPY': 110.49819},JPY,110.49819,2010,12,Dec
463,464,2010-12-01,{'CNY': 8.752748},CNY,8.752748,2010,12,Dec
464,465,2011-12-01,{'USD': 1.347397},USD,1.347397,2011,12,Dec
465,466,2011-12-01,{'GBP': 0.858447},GBP,0.858447,2011,12,Dec
466,467,2011-12-01,{'JPY': 104.659436},JPY,104.659436,2011,12,Dec
467,468,2011-12-01,{'CNY': 8.577905},CNY,8.577905,2011,12,Dec
468,469,2012-12-01,{'USD': 1.298858},USD,1.298858,2012,12,Dec
469,470,2012-12-01,{'GBP': 0.810988},GBP,0.810988,2012,12,Dec
470,471,2012-12-01,{'JPY': 107.017645},JPY,107.017645,2012,12,Dec
471,472,2012-12-01,{'CNY': 8.101238},CNY,8.101238,2012,12,Dec
472,473,2013-12-01,{'USD': 1.359019},USD,1.359019,2013,12,Dec
473,474,2013-12-01,{'GBP': 0.829977},GBP,0.829977,2013,12,Dec
474,475,2013-12-01,{'JPY': 139.254578},JPY,139.254578,2013,12,Dec
475,476,2013-12-01,{'CNY': 8.290846},CNY,8.290846,2013,12,Dec
476,477,2014-12-01,{'USD': 1.247301},USD,1.247301,2014,12,Dec
477,478,2014-12-01,{'GBP': 0.792686},GBP,0.792686,2014,12,Dec
478,479,2014-12-01,{'JPY': 147.651021},JPY,147.651021,2014,12,Dec
479,480,2014-12-01,{'CNY': 7.668639},CNY,7.668639,2014,12,Dec
